5354735360069928|04|2027|498
5354735360067856|04|2027|533
5354735360065025|04|2027|733
5354735360063541|04|2027|529
5354735360062576|04|2027|686
5354735360067799|04|2027|745
5354735360063665|04|2027|196
5354735360065504|04|2027|296
5354735360065033|04|2027|517
5354735360060257|04|2027|945
5354735360068268|04|2027|992
5354735360069449|04|2027|271
5354735360067971|04|2027|470
5354735360068052|04|2027|793
5354735360064705|04|2027|925
5354735360060687|04|2027|972
5354735360066304|04|2027|589
5354735360065058|04|2027|794
5354735360066700|04|2027|445
5354735360063418|04|2027|550
5354735360060554|04|2027|284
5354735360069993|04|2027|203
5354735360061743|04|2027|377
5354735360060059|04|2027|640
5354735360067609|04|2027|563
5354735360062956|04|2027|969
5354735360061016|04|2027|632
5354735360067328|04|2027|907
5354735360064150|04|2027|520
5354735360061909|04|2027|689
5354735360066494|04|2027|918
5354735360061644|04|2027|839
5354735360061750|04|2027|636
5354735360064630|04|2027|523
5354735360065678|04|2027|733
5354735360061339|04|2027|288
5354735360067443|04|2027|768
5354735360065082|04|2027|343
5354735360069217|04|2027|528
5354735360062733|04|2027|807
5354735360068169|04|2027|863
5354735360066619|04|2027|167
5354735360062709|04|2027|511
5354735360069019|04|2027|555
5354735360067724|04|2027|285
5354735360061651|04|2027|227
5354735360060729|04|2027|377
5354735360066569|04|2027|349
5354735360066650|04|2027|733
5354735360062006|04|2027|230
5354735360065454|04|2027|123
5354735360060729|04|2027|837
5354735360060554|04|2027|361
5354735360064697|04|2027|809
5354735360069589|04|2027|382
5354735360061503|04|2027|920
5354735360069001|04|2027|385
5354735360064499|04|2027|808
5354735360062519|04|2027|239
5354735360060273|04|2027|137
5354735360063848|04|2027|108
5354735360065413|04|2027|604
5354735360066106|04|2027|790
5354735360063533|04|2027|555
5354735360063269|04|2027|362
5354735360063178|04|2027|181
5354735360064077|04|2027|611
5354735360062642|04|2027|694
5354735360067245|04|2027|775
5354735360068243|04|2027|428
5354735360067906|04|2027|283
5354735360065637|04|2027|719
5354735360061388|04|2027|244
5354735360063731|04|2027|606
5354735360064770|04|2027|262
5354735360060364|04|2027|949
5354735360063582|04|2027|758
5354735360061586|04|2027|353
5354735360061479|04|2027|768
5354735360063996|04|2027|985
5354735360067419|04|2027|350
5354735360069886|04|2027|506
5354735360063541|04|2027|307
5354735360064747|04|2027|350
5354735360063749|04|2027|824
5354735360066973|04|2027|721
5354735360069738|04|2027|785
5354735360061636|04|2027|392
5354735360069605|04|2027|121
5354735360068706|04|2027|976
5354735360066585|04|2027|439
5354735360063418|04|2027|350
5354735360060588|04|2027|529
5354735360066452|04|2027|992
5354735360065348|04|2027|911
5354735360063285|04|2027|609
5354735360060422|04|2027|280
5354735360065736|04|2027|767
5354735360065355|04|2027|299
5354735360061016|04|2027|507
